database_id,dev_code,mapping_title,api_title,introduction,status,error
432,,Paint It Now,Paint It Now,"[https://nex-tone.link/A00164794](https://nex-tone.link/A00164794)

Paint It Now的专辑收录版本
> ブルーアーカイブ「Paint It Now」
サオリ(CV:石上静香)",ok,
433,,Paint It Now(Short Ver),Paint It Now(Short Ver),"[https://nex-tone.link/A00164794](https://nex-tone.link/A00164794)

Paint It Now的缩减版本
> ブルーアーカイブ「Paint It Now」
サオリ(CV:石上静香)",ok,
434,,Paint It Now(Instrumental Ver),Paint It Now(Instrumental Ver),"[https://nex-tone.link/A00164794](https://nex-tone.link/A00164794)

Paint It Now的伴奏版本
> ブルーアーカイブ「Paint It Now」
サオリ(CV:石上静香)",ok,
435,,Paint It Now(Short Instrumental Ver),Paint It Now(Short Instrumental Ver),"[https://nex-tone.link/A00164794](https://nex-tone.link/A00164794)

Paint It Now的伴奏缩减版本
> ブルーアーカイブ「Paint It Now」
サオリ(CV:石上静香)",ok,
436,,トモダチOneStep(Game instrumental Ver.）,トモダチOneStep(Game instrumental Ver.）,"トモダチOneStep（Game ver.）的伴奏版本

作词·作曲：Nor
演唱：苍森美弥(CV:堀江由衣)、伊落 玛丽(CV:小泽亚李)、歌住 樱子(CV:加隈亚衣)",ok,
437,Theme_226,Tremendous Celebration,Tremendous Celebration,突然决定偶像出道的樱子大人！？,ok,
438,Theme_232,The Eruption,The Eruption,"*神名十文字的第2名预言者。其真身是被神名十文字骇入的漂流工程船的导航控制系统AI。
名字的起源被认为是生命之树的第2个质点【CHOKMAH】*

:::: right
*—— 『戍卫王国的古代守护者』*
::::",ok,
439,Theme_239,NekoTime,NekoTime,夜晚下浪漫的曲调，稍显忧愁却不失休闲,ok,
440,Theme_240,InuTime,InuTime,欢快调皮的曲调，同样适合活泼开朗的学生,ok,
441,Theme_241,DAN! DAN!! INVADER!!!,DAN! DAN!! INVADER!!!,危机迫在眉睫，不要偷懒起身战斗...应该吧？,ok,
442,Theme_242,Theme_242,Theme_242,,empty,
443,,トモダチOneStep (Game Ver.),トモダチOneStep (Game Ver.),"トモダチOneStep的游戏内演出版本

作词·作曲：Nor
演唱：苍森美弥(CV:堀江由衣)、伊落 玛丽(CV:小泽亚李)、歌住 樱子(CV:加隈亚衣)",ok,
444,Theme_225,Prophets,Prophets,气氛终于开始紧迫起来......,ok,
445,,Do you wanna kiss angel (中文版),Do you wanna kiss angel (中文版),"请老师来听听未花的心声吧，她有很多话想要告诉您。

演唱：龟娘（中）/ 东山奈央（日）
词：Luna Safari/Sakula小舞
曲：何方/xTOx
编曲：何方/xTOx
混音母带：何方
动画制作：ARCUS_Anime",ok,
446,,Do you wanna kiss angel (日文版),Do you wanna kiss angel (日文版),"请老师来听听未花的心声吧，她有很多话想要告诉您。

演唱：龟娘（中）/ 东山奈央（日）
词：Luna Safari
曲：何方/xTOx
编曲：何方/xTOx
混音母带：何方
动画制作：ARCUS_Anime",ok,
447,,Do you wanna kiss angel (伴奏),Do you wanna kiss angel (伴奏),"请老师来听听未花的心声吧，她有很多话想要告诉您。

演唱：龟娘（中）/ 东山奈央（日）
词：Luna Safari/Sakula小舞
曲：何方/xTOx
编曲：何方/xTOx
混音母带：何方
动画制作：ARCUS_Anime",ok,
448,,彩りキャンバス/彩色畫布 Cover by 彩奈小編,彩りキャンバス/彩色畫布 Cover by 彩奈小編,"為三周年還有官方商店開幕！用閃亮的歌聲開始現場演唱(????)

[https://www.youtube.com/watch?v=73jiLjjR0r8](https://www.youtube.com/watch?v=73jiLjjR0r8)",ok,
449,,꿈길 위의 꽃 / 夢路の花 (Korean Ver.),꿈길 위의 꽃 / 夢路の花 (Korean Ver.),"空崎日奈在格黑娜晚会上所弹唱的歌曲，是为格黑娜全校，为老师，所献上的歌曲。

Composed by Mitsukiyo
Lyrics by Mitsukiyo
Korean Translation by Z:U
Vocal Park Shin-hee",ok,
450,,채색 캔버스 / 彩りキャンバス (Korean Ver.),채색 캔버스 / 彩りキャンバス (Korean Ver.),"传奇乐队Sugar Rush演唱的歌曲！

> Composed/Arranged by Mitsukiyo (STUDIOALOH)
Lyrics by Mitsukiyo (STUDIOALOH)
Korean Translation by Z:U
Vocals Park Shi Yoon, Kim Soonmi
Mixed/Mastered by ESTE (STUDIOALOH)",ok,
451,,Rolling Beat (PV ver.),Rolling Beat (PV ver.),于[Vol2.2预告PV](www.youtube.com/watch?v=4NBexps8-kM)中使用的Rolling Beat的较短版本。,ok,
452,,Mint Choco Days,Mint Choco Days,"官方MV：[https://www.youtube.com/watch?v=JyRJ2EiYCqs](https://www.youtube.com/watch?v=JyRJ2EiYCqs)

Vocal：栗村爱莉（CV. 오로아）
Composition & Arrangement: Mitsukiyo (STUDIOALOH)
Lyrics: Z:U

![](files/1348/jicQHFIERl4H6TnEFMHWjKVKeFxvC7dk.png)",ok,
453,,채색 캔버스 / 彩りキャンバス (Bass Boost Ver.),채색 캔버스 / 彩りキャンバス (Bass Boost Ver.),来源于：[https://www.youtube.com/watch?v=1ChMka0Y5c8](https://www.youtube.com/watch?v=1ChMka0Y5c8)，是彩りキャンバス伴奏的低音增强版。,ok,
454,,ありがとう、そしてこれからも。,ありがとう、そしてこれからも。,"蔚蓝档案4周年纪念曲。

词：ワカツジスバル
曲：ミツキヨ
演唱：カズサ(CV:夏吉ゆうこ)、キキョウ(CV:小松未可子)、キサキ(CV:相坂優歌)、コユキ(CV:乾夏寧)、サオリ(CV:石上静香)、シロコ*テラー(CV:小倉唯)、ヒナ(CV:広橋涼)、ホシノ(CV:花守ゆみり)、マリー(CV:小澤亜李)、マリナ(CV:平井祥恵)、ユウカ(CV:春花らん)",ok,
455,,ありがとう、そしてこれからも。(Instrumental Ver.),ありがとう、そしてこれからも。(Instrumental Ver.),"蔚蓝档案4周年纪念曲。

词：ワカツジスバル
曲：ミツキヨ
演唱：カズサ(CV:夏吉ゆうこ)、キキョウ(CV:小松未可子)、キサキ(CV:相坂優歌)、コユキ(CV:乾夏寧)、サオリ(CV:石上静香)、シロコ*テラー(CV:小倉唯)、ヒナ(CV:広橋涼)、ホシノ(CV:花守ゆみり)、マリー(CV:小澤亜李)、マリナ(CV:平井祥恵)、ユウカ(CV:春花らん)",ok,
456,,勇者アリスの大冒険！,勇者アリスの大冒険！,"天童爱丽丝的主题曲，勇者大冒险

> ブルーアーカイブ　絆ダイアローグ Vol.8 「アリス」
アリス(CV:田中美海)",ok,
457,,勇者アリスの大冒険！(Instrumental Ver.),勇者アリスの大冒険！(Instrumental Ver.),"勇者アリスの大冒険！的伴奏版本
> ブルーアーカイブ　絆ダイアローグ Vol.8 「アリス」
アリス(CV:田中美海)",ok,
458,,Dialogue Vol.8「アリスクエスト～辿り着く誓約の大樹～」,Dialogue Vol.8「アリスクエスト～辿り着く誓約の大樹～」,"天童爱丽丝的个人小剧场，勇者爱丽丝抵达誓约之树～
> ブルーアーカイブ　絆ダイアローグ Vol.8 「アリス」
アリス(CV:田中美海)",ok,
459,,コントロールできない感情という変数,コントロールできない感情という変数,"早濑优香的主题曲，无法控制情感的变量
> ブルーアーカイブ　絆ダイアローグ Vol.7 「ユウカ」
ユウカ(CV:春花らん)",ok,
460,,コントロールできない感情という変数(Instrumental Ver.),コントロールできない感情という変数(Instrumental Ver.),"コントロールできない感情という変数的伴奏版本
> ブルーアーカイブ　絆ダイアローグ Vol.7 「ユウカ」
ユウカ(CV:春花らん)",ok,
461,,Dialogue Vol.7「想い重ねる数字の証明。」,Dialogue Vol.7「想い重ねる数字の証明。」,"早濑优香的个人小剧场，想要证明重叠的数学
> ブルーアーカイブ　絆ダイアローグ Vol.7 「ユウカ」
ユウカ(CV:春花らん)",ok,
462,,進み続ける兎たち,進み続ける兎たち,"RABBIT小队的主题曲，不断前行的兔子们
> ブルーアーカイブ　青春あんさんぶる Vol.8 「RABBIT小隊」
RABBIT小隊《ミヤコ(CV:藤田茜)、サキ(CV:友永朱音)、モエ(CV:井澤詩織)、ミユ(CV:後藤邑子)》",ok,
463,,進み続ける兎たち(Instrumental Ver.),進み続ける兎たち(Instrumental Ver.),"進み続ける兎たち的伴奏版本
> ブルーアーカイブ　青春あんさんぶる Vol.8 「RABBIT小隊」
RABBIT小隊《ミヤコ(CV:藤田茜)、サキ(CV:友永朱音)、モエ(CV:井澤詩織)、ミユ(CV:後藤邑子)》",ok,
464,,ボイスドラマ Vol.8 「暴風雨vs子ウサギたちの暗闘！」,ボイスドラマ Vol.8 「暴風雨vs子ウサギたちの暗闘！」,"RABBIT小队的广播剧场，暴风雨与兔子们的暗斗
> ブルーアーカイブ　青春あんさんぶる Vol.8 「RABBIT小隊」
RABBIT小隊《ミヤコ(CV:藤田茜)、サキ(CV:友永朱音)、モエ(CV:井澤詩織)、ミユ(CV:後藤邑子)》",ok,
465,,トモダチOneStep,トモダチOneStep,"圣三一偶像活动的演奏曲
> ブルーアーカイブ「トモダチOneStep」
Antique Seraphim",ok,
466,,トモダチOneStep(Short Ver.),トモダチOneStep(Short Ver.),"トモダチOneStep的缩减版本
> ブルーアーカイブ「トモダチOneStep」
Antique Seraphim",ok,
467,,トモダチOneStep(instrumental Ver.),トモダチOneStep(instrumental Ver.),"トモダチOneStep的伴奏版本
> ブルーアーカイブ「トモダチOneStep」
Antique Seraphim",ok,
468,,トモダチOneStep(Short instrumental Ver.),トモダチOneStep(Short instrumental Ver.),"トモダチOneStep的伴奏缩减版本
> ブルーアーカイブ「トモダチOneStep」
Antique Seraphim",ok,
469,,温柔的回忆 / 優しさの記憶（中文版）,温柔的回忆 / 優しさの記憶（中文版）,"由阿洛娜的中文配音演员 Sakula小舞 翻唱的《温柔的回忆》（《優しさの記憶》的中文版），非官方资源。

Lyric / vocal : Sakula小舞（阿洛娜中文配音）

Mix : LTC

Direct : 绯川蛋（黑服中文配音）

Record : 金克斯

来源于：[https://www.bilibili.com/video/BV1s7k1Y7E5S/](https://www.bilibili.com/video/BV1s7k1Y7E5S/)",ok,
470,Theme_236,P.A.J.A.M.A Sleep Over,P.A.J.A.M.A Sleep Over,活动「秘密的午夜派对 新年钟声里的捉迷藏」使用曲，明明是午夜的派对，却有着紧迫的电音节奏,ok,
471,Theme_255,Sweet Allegro,Sweet Allegro,有一种倾尽真心迎来成功的感觉,ok,
472,Theme_256,The Loop of Life,The Loop of Life,跳跃的节奏中洋溢着一种让人心情愉悦的趣味。,ok,
473,,Colorful Mess（OST）,Colorful Mess（OST）,Colorful Mess的原声OST收录版本,ok,
474,,Neo City Dive（OST）,Neo City Dive（OST）,Neo City Dive的原声OST收录版本,ok,
475,,Vivid Night（OST）,Vivid Night（OST）,Vivid Night的原声OST收录版本,ok,
476,,Pixel Time（OST）,Pixel Time（OST）,Pixel Time的原声OST收录版本,ok,
477,,Hue（OST）,Hue（OST）,Hue的原声OST收录版本,ok,
478,,Snow Pantomime（OST）,Snow Pantomime（OST）,Snow Pantomime的原声OST收录版本,ok,
479,,Barrier（OST）,Barrier（OST）,Barrier的原声OST收录版本,ok,
480,,Koi is Love（OST）,Koi is Love（OST）,Koi is Love的原声OST收录版本,ok,
481,,Black Suit（OST）,Black Suit（OST）,Black Suit的原声OST收录版本,ok,
482,,Luminous Memory（OST）,Luminous Memory（OST）,Luminous Memory的原声OST收录版本,ok,
483,,Crucial Issue（OST）,Crucial Issue（OST）,Crucial Issue的原声OST收录版本,ok,
484,,Water Drop（OST 2）,Water Drop（OST 2）,Water Drop的原声OST收录版本,ok,
485,,JACKPOT 777（OST）,JACKPOT 777（OST）,JACKPOT 777的原声OST收录版本,ok,
486,,Formless Dream（OST）,Formless Dream（OST）,Formless Dream的原声OST收录版本,ok,
487,,Oxygen Destroyer（OST）,Oxygen Destroyer（OST）,Oxygen Destroyer的原声OST收录版本,ok,
488,,Bunny Bunny Carrot Carrot（OST）,Bunny Bunny Carrot Carrot（OST）,Bunny Bunny Carrot Carrot的原声OST收录版本,ok,
489,,OperationD（OST）,OperationD（OST）,OperationD的原声OST收录版本,ok,
490,,Undefined Behavior（OST）,Undefined Behavior（OST）,Undefined Behavior的原声OST收录版本,ok,
491,,GGF（OST）,GGF（OST）,GGF的原声OST收录版本,ok,
492,,"someday, sometime（OST）","someday, sometime（OST）","someday, sometime的原声OST收录版本",ok,
493,,Hello to Halo（OST）,Hello to Halo（OST）,Hello to Halo的原声OST收录版本,ok,
494,,Aoharu（OST）,Aoharu（OST）,Aoharu的原声OST收录版本,ok,
495,,Midnight Trip（OST）,Midnight Trip（OST）,Midnight Trip的原声OST收录版本,ok,
496,,Glitch Street（OST）,Glitch Street（OST）,Glitch Street的原声OST收录版本,ok,
497,,Romantic Smile（OST）,Romantic Smile（OST）,Romantic Smile的原声OST收录版本,ok,
498,,NRG FielD（OST）,NRG FielD（OST）,NRG FielD的原声OST收录版本,ok,
499,,Guruguru Usagi（OST）,Guruguru Usagi（OST）,Guruguru Usagi的原声OST收录版本,ok,
500,,Alkaline Tears（OST）,Alkaline Tears（OST）,Alkaline Tears的原声OST收录版本,ok,
501,,Hifumi Daisuki（OST）,Hifumi Daisuki（OST）,Hifumi Daisuki的原声OST收录版本,ok,
502,,Coffee Cats（OST）,Coffee Cats（OST）,Coffee Cats的原声OST收录版本,ok,
503,,Kyrie Eleison（OST）,Kyrie Eleison（OST）,Kyrie Eleison的原声OST收录版本,ok,
504,,Kaphar（OST）,Kaphar（OST）,Kaphar的原声OST收录版本,ok,
505,,Lovely Picnic（OST）,Lovely Picnic（OST）,Lovely Picnic的原声OST收录版本,ok,
506,,Honey Jam（OST）,Honey Jam（OST）,Honey Jam的原声OST收录版本,ok,
507,,Morose Dreamer（OST）,Morose Dreamer（OST）,,empty,
508,,Agnus Dei（OST）,Agnus Dei（OST）,,empty,
509,,Dolce Biblioteca（OST）,Dolce Biblioteca（OST）,,empty,
510,,Blood Stained Faith（OST）,Blood Stained Faith（OST）,,empty,
511,,Colorful Beach（OST）,Colorful Beach（OST）,,empty,
512,,After School Dessert（OST）,After School Dessert（OST）,,empty,
513,,Codex of Omen（OST）,Codex of Omen（OST）,,empty,
514,,FEEEEVER TIME（OST）,FEEEEVER TIME（OST）,,empty,
515,,RE Aoharu（OST）,RE Aoharu（OST）,,empty,
516,,Moment（OST）,Moment（OST）,,empty,
517,,Walkthrough（OST）,Walkthrough（OST）,,empty,
518,,Aira（OST）,Aira（OST）,,empty,
519,,Constant Moderato Piano Arrange（OST）,Constant Moderato Piano Arrange（OST）,,empty,
520,,Unwelcome School（OST）,Unwelcome School（OST）,,empty,
521,,NERINERI CHALLENGE（OST）,NERINERI CHALLENGE（OST）,,empty,
522,,Funky Road（OST）,Funky Road（OST）,,empty,
523,,Interface Hard Arrange（OST）,Interface Hard Arrange（OST）,,empty,
524,,Shady Girls（OST）,Shady Girls（OST）,,empty,
525,,Encroached Sky（OST）,Encroached Sky（OST）,,empty,
526,,Let me think about it（OST）,Let me think about it（OST）,,empty,
527,,SAKURA PUNCH Hard Arrange（OST）,SAKURA PUNCH Hard Arrange（OST）,,empty,
528,,Kaiten Hurricane!!!（OST）,Kaiten Hurricane!!!（OST）,,empty,
529,,Polyphonic（OST）,Polyphonic（OST）,,empty,
530,,Foolish Days（OST）,Foolish Days（OST）,,empty,
531,,Ark in the Blood Sky（OST）,Ark in the Blood Sky（OST）,,empty,
532,,Virtual Storm Hard Arrange（OST）,Virtual Storm Hard Arrange（OST）,,empty,
533,,Alert Hard Arrange（OST）,Alert Hard Arrange（OST）,,empty,
534,,System All Green（OST）,System All Green（OST）,,empty,
535,,Final Destination of Ark（OST）,Final Destination of Ark（OST）,,empty,
536,,Tech N Tech Hard Arrange（OST）,Tech N Tech Hard Arrange（OST）,,empty,
537,,Step of Terror（OST）,Step of Terror（OST）,,empty,
538,,Summer Bounce Hard Arrange（OST）,Summer Bounce Hard Arrange（OST）,,empty,
539,,Responsibility（OST）,Responsibility（OST）,,empty,
540,,Summer Bounce（OST）,Summer Bounce（OST）,,empty,
541,,Summertime Archive（OST）,Summertime Archive（OST）,,empty,
542,,Welcome School（OST）,Welcome School（OST）,,empty,
543,,Aoharu Band Arrange（OST）,Aoharu Band Arrange（OST）,,empty,
544,,Blue New Battle（OST）,Blue New Battle（OST）,,empty,
545,,Tasty New Year（OST）,Tasty New Year（OST）,,empty,
546,,Our New Story（OST）,Our New Story（OST）,,empty,
547,,Han-nari（OST）,Han-nari（OST）,,empty,
548,,Poppin' Memories（OST）,Poppin' Memories（OST）,,empty,
549,,Burning Love（OST）,Burning Love（OST）,,empty,
550,,IROHANI HOP（OST）,IROHANI HOP（OST）,,empty,
551,,TOMODACHI Summer（OST）,TOMODACHI Summer（OST）,,empty,
552,,KARAKURhythm（OST）,KARAKURhythm（OST）,,empty,
553,,wave & Conquer（OST）,wave & Conquer（OST）,,empty,
554,,Luxury Cool（OST）,Luxury Cool（OST）,,empty,
555,,Cotton Candy Island（OST）,Cotton Candy Island（OST）,,empty,
556,,GIVE ME CHOCO♡（OST）,GIVE ME CHOCO♡（OST）,,empty,
557,,Hinagesi（OST）,Hinagesi（OST）,,empty,
558,,Na Na Natsu!（OST）,Na Na Natsu!（OST）,,empty,
559,,Illuminated Night（OST）,Illuminated Night（OST）,,empty,
560,,Illuminated Night Hard Arrange（OST）,Illuminated Night Hard Arrange（OST）,,empty,
561,,Dive into Summer（OST）,Dive into Summer（OST）,,empty,
562,,Nichirin（OST）,Nichirin（OST）,,empty,
563,,Raise the Huddle（OST）,Raise the Huddle（OST）,,empty,
564,,Getsurin（OST）,Getsurin（OST）,,empty,
565,,Shooting Athletes（OST）,Shooting Athletes（OST）,,empty,
566,,Goal Wo Nerae!（OST）,Goal Wo Nerae!（OST）,,empty,
567,,Dancing Falsehood（OST）,Dancing Falsehood（OST）,,empty,
568,,Gestalt Angst（OST）,Gestalt Angst（OST）,,empty,
569,,Tsukikage（OST）,Tsukikage（OST）,,empty,
570,,! ⸮ WAS IT A CAT I SAW？!（OST）,! ⸮ WAS IT A CAT I SAW？!（OST）,,empty,
571,,KIRISAME（OST）,KIRISAME（OST）,,empty,
572,,Dark Shadows（OST）,Dark Shadows（OST）,,empty,
573,,Fruitful Blossom（OST）,Fruitful Blossom（OST）,,empty,
574,,Usagi Flap（OST）,Usagi Flap（OST）,,empty,
575,,Unwelcome Guest（OST）,Unwelcome Guest（OST）,,empty,
576,,Fall into the rabbit hole（OST）,Fall into the rabbit hole（OST）,,empty,
577,,Operation☆DOTABATA!（OST）,Operation☆DOTABATA!（OST）,,empty,
578,,Noble Hallway（OST）,Noble Hallway（OST）,,empty,
579,,Trigger For Ambition（OST）,Trigger For Ambition（OST）,,empty,
580,,Kitsunebi（OST）,Kitsunebi（OST）,,empty,
581,,Up to 21°C（OST）,Up to 21°C（OST）,,empty,
582,,Hidden Treasure（OST）,Hidden Treasure（OST）,,empty,
583,,Hunter Bible（OST）,Hunter Bible（OST）,,empty,
584,,Takaramonogatari（OST）,Takaramonogatari（OST）,,empty,
585,,Tok9 Train（OST）,Tok9 Train（OST）,,empty,
586,,Ramune Lagoon（OST）,Ramune Lagoon（OST）,,empty,
587,,Summer Attack!（OST）,Summer Attack!（OST）,,empty,
588,,Blooming moon（OST）,Blooming moon（OST）,,empty,
589,,Utaha No Uta（OST）,Utaha No Uta（OST）,,empty,
590,,Cherry Berry Merry（OST）,Cherry Berry Merry（OST）,,empty,
591,,Container Corner（OST）,Container Corner（OST）,,empty,
592,,HIGH-VELOCITY（OST）,HIGH-VELOCITY（OST）,,empty,
593,,Indoor Outdoor（OST）,Indoor Outdoor（OST）,,empty,
594,,Action 68（OST）,Action 68（OST）,,empty,
595,,Dreaming Trip（OST）,Dreaming Trip（OST）,,empty,
596,,F1ghtback（OST）,F1ghtback（OST）,,empty,
597,,Chilling Out（OST）,Chilling Out（OST）,,empty,
598,,Starry Confession（OST）,Starry Confession（OST）,,empty,
599,,Ridiculous（OST）,Ridiculous（OST）,,empty,
600,,Yumeji Party（OST）,Yumeji Party（OST）,,empty,
601,,Serene Scenario（OST）,Serene Scenario（OST）,,empty,
602,,"괜찮아, 지금 이대로 / It Will Be Alright","괜찮아, 지금 이대로 / It Will Be Alright",![already_staff.png](files/1348/L39yMAxlr4SRIDjtEMVBMkVsW9JWEKIk.png),ok,
603,,一緒の約束,一緒の約束,对策委员会的主题曲，一起的约定,ok,
604,,一緒の約束(Instrumental Ver.),一緒の約束(Instrumental Ver.),一緒の約束的伴奏版本,ok,
605,,ボイスドラマ Vol.9 「マラソン大会入賞対策委員会」,ボイスドラマ Vol.9 「マラソン大会入賞対策委員会」,对策委员会的广播剧场，赛跑比赛获奖那件事,ok,
606,,純真レゾンデートル,純真レゾンデートル,风纪委员会的主题曲，纯真的理由,ok,
607,,純真レゾンデートル(Instrumental Ver.),純真レゾンデートル(Instrumental Ver.),純真レゾンデートル的伴奏版本,ok,
608,,ボイスドラマ Vol.10 「風紀を乱す者たちへ」,ボイスドラマ Vol.10 「風紀を乱す者たちへ」,风纪委员会的广播小剧场，扰乱风纪之人,ok,
609,,夜明けのコーヒーの香り,夜明けのコーヒーの香り,尾刃叶渚的主题曲，黎明时分咖啡的香气,ok,
610,,夜明けのコーヒーの香り(Instrumental Ver.),夜明けのコーヒーの香り(Instrumental Ver.),夜明けのコーヒーの香り的伴奏版本,ok,
611,,Dialogue Vol.9「休暇と出会いのスペシャルブレンド」,Dialogue Vol.9「休暇と出会いのスペシャルブレンド」,尾刃叶渚的个人小剧场，假期与邂逅的特别调配,ok,
612,Theme_268,Love Story,Love Story,温柔幸福的旋律，和少女甜甜的约会,ok,
613,Theme_267,Theme_267,Theme_267,,empty,
614,Theme_266,Theme_266,Theme_266,,empty,
615,Theme_265,Theme_265,Theme_265,,empty,
616,Theme_264,Breaking Silence,Breaking Silence,空洞、幽静伴有些许活跃的曲调，从平静到活泼的微妙变化,ok,
617,Theme_262,Odekake,Odekake,,empty,
618,Theme_257,Funk 4 Dummies,Funk 4 Dummies,,empty,
619,Theme_252,Playful Maniac,Playful Maniac,,empty,
620,Theme_251,The Runaway Until You Die,The Runaway Until You Die,,empty,
621,Theme_247,Mission Possible,Mission Possible,,empty,
622,Theme_245,Expo Festa,Expo Festa,活动「Code: BOX 迫近千年的阴影 ~ 一个问题与两个答案 ~ 」使用曲，熟悉带感的鼓点无论听多少次都不会腻,ok,
623,Theme_244,Sunset Memory,Sunset Memory,带有遗憾的浪漫结局...美好的故事,ok,
624,,夕映えの約束 / 저녁놀의 약속 / The Promise at Sunset (Korean Ver.),夕映えの約束 / 저녁놀의 약속 / The Promise at Sunset (Korean Ver.),"The Promise at Sunset (Korean Ver.)
Composition & Arrangement Mitsukiyo
Lyrics kotono
Korean Translation Z:U, Mitsukiyo
Vocal SERENTIUM

来源于：[https://www.youtube.com/watch?v=tsro8hUWIfY](https://www.youtube.com/watch?v=tsro8hUWIfY)",ok,
625,,夕映えの約束 / The Promise at Sunset,夕映えの約束 / The Promise at Sunset,"The Promise at Sunset
저녁놀의 약속

Composition & Arrangement Mitsukiyo
Lyrics kotono
Vocal SERENTIUM",ok,
626,,夕映えの約束 / The Promise at Sunset (Instrumental Ver.),夕映えの約束 / The Promise at Sunset (Instrumental Ver.),,empty,
627,Theme_258,Theme_258,Theme_258,空灵悠长的旋律飘过极光的夜空,ok,
628,Theme_235,Sugary Holiday,Sugary Holiday,活动「疫饼危机 ～ 奇迹的一张 ～ 」使用曲，欢快转为循环的下降旋律，寓意着即将到来的危机（奇迹）,ok,
629,,Oriental Drop (Dream Pop Rearrange),Oriental Drop (Dream Pop Rearrange),"Composed by KARUT
Rearranged by Sungmin Shin (NECORD)
Guitar by Sangmin Sung (NECORD)

来源于：[https://www.youtube.com/watch?v=rfrnVkmHzuM](https://www.youtube.com/watch?v=rfrnVkmHzuM)",ok,
630,,彩りキャンバス/Irodori Canvas Cover by Arcie,彩りキャンバス/Irodori Canvas Cover by Arcie,"CM Arcie翻唱的Irodori Canvas。
来源于[https://www.youtube.com/watch?v=J07aR0mb4BI](https://www.youtube.com/watch?v=J07aR0mb4BI)",ok,
631,,"꽃, 바람, 그대 / Flower, Wind, and You / 花，风，汝","꽃, 바람, 그대 / Flower, Wind, and You / 花，风，汝","Flower, Wind, and You的专辑收录版本",ok,
632,,"꽃, 바람, 그대 / Flower, Wind, and You / 花，风，汝 (Instrumental)","꽃, 바람, 그대 / Flower, Wind, and You / 花，风，汝 (Instrumental)","꽃, 바람, 그대 / Flower, Wind, and You / 花，风，汝的伴奏版本",ok,
633,Theme_250,Play Ball!,Play Ball!,活动「开球！ ～ 目标！满垒本垒打 ～ 」使用曲,ok,
634,Theme_261,Theme_261,Theme_261,,empty,
635,Theme_263,Rewind Again,Rewind Again,黄昏时期的类爵士曲调,ok,
636,,Mint Choco Days (Instrumental),Mint Choco Days (Instrumental),"官方MV：[https://www.youtube.com/watch?v=JyRJ2EiYCqs](https://www.youtube.com/watch?v=JyRJ2EiYCqs)

Vocal：栗村爱莉（CV. 오로아）
Composition & Arrangement: Mitsukiyo (STUDIOALOH)
Lyrics: Z:U

![](files/1348/jicQHFIERl4H6TnEFMHWjKVKeFxvC7dk.png)",ok,
637,,It Will Be Alright (Instrumental),It Will Be Alright (Instrumental),![already_staff.png](files/1348/L39yMAxlr4SRIDjtEMVBMkVsW9JWEKIk.png),ok,
638,,"Sensei, it's time to clock out","Sensei, it's time to clock out",![already_staff.png](files/1348/L39yMAxlr4SRIDjtEMVBMkVsW9JWEKIk.png),ok,
639,,「ToSchool 〜君がそばにいる日常〜」opening,「ToSchool 〜君がそばにいる日常〜」opening,"2025愚人节的日服特别Galgame标题曲

bluearchive.jp/toschool/",ok,
640,,「ToSchool 〜君がそばにいる日常〜」ending,「ToSchool 〜君がそばにいる日常〜」ending,"2025愚人节的日服特别Galgame片尾曲

bluearchive.jp/toschool/",ok,
641,,대 판데모니움 찬가 / 大万魔殿颂歌,대 판데모니움 찬가 / 大万魔殿颂歌,"2025愚人节的国际服特别节目。

来源于[https://www.youtube.com/watch?v=kLh-b781R2g](https://www.youtube.com/watch?v=kLh-b781R2g)",ok,
642,,Encountered,Encountered,"以2nd PV BGM「Glitch Street」的续作为印象而创作的歌曲，用作6th PV的BGM。

此曲为6th PV中使用的版本。",ok,
643,,うららか☆SYUGYOU,うららか☆SYUGYOU,,empty,
644,,うららか☆SYUGYOU(Instrumental Ver.),うららか☆SYUGYOU(Instrumental Ver.),,empty,
645,,ボイスドラマ Vol.11 「たとえばこんな、ある日のこと～みんなで修行をやったなら～」,ボイスドラマ Vol.11 「たとえばこんな、ある日のこと～みんなで修行をやったなら～」,,empty,
646,,Victory Sky,Victory Sky,,empty,
647,,Victory Sky(Instrumental Ver.),Victory Sky(Instrumental Ver.),,empty,
648,,Dialogue Vol.10 「コールサイン00の賑やかな休息」,Dialogue Vol.10 「コールサイン00の賑やかな休息」,,empty,
649,,Walking Night,Walking Night,,empty,
650,,Walking Night(Instrumental Ver.),Walking Night(Instrumental Ver.),,empty,
651,,Dialogue Vol.11 「新たな学びは、誰かのために」,Dialogue Vol.11 「新たな学びは、誰かのために」,,empty,
652,,Train Showdown（OST）,Train Showdown（OST）,,empty,
653,Theme_253,WE'RE CCC,WE'RE CCC,活动「海兰德铁路狂飙事故 ～ 于是列车灰飞烟灭 ～  」使用曲,ok,
654,Theme_275,Theme_275,Theme_275,,empty,
655,,Luminous Memory (Title),Luminous Memory (Title),,empty,
656,Theme_276,Last Station,Last Station,活动剧情「海兰德铁路狂飙事故\~于是列车灰飞烟灭\~」ED,ok,
657,Theme_274,Theme_274,Theme_274,"神名十文字的第6名预言者。其真身是被神名十文字骇入的红冬联邦学院的种子库。
名字的起源被认为是生命之树的第6个质点【TIPHARETH】
:::: right
—— 『称颂苦难的美丽赎罪者』
::::",ok,
